quarter_rank,language_name,year,quarter,issue_count,year_rank
14,Kotlin,2020,1,8540,14
15,Swift,2020,1,7145,15
16,Objective-C,2020,1,5685,16
17,CSS,2020,1,5382,18
18,Rust,2020,1,5058,17
19,Scala,2020,1,4902,19
20,Jupyter Notebook,2020,1,4341,20
21,Lua,2020,1,4000,21
22,Perl,2020,1,2748,26
23,Vue,2020,1,2739,23
24,Emacs Lisp,2020,1,2686,24
25,Groovy,2020,1,2394,25
26,R,2020,1,2017,28
27,Nix,2020,1,1898,27
28,Elixir,2020,1,1649,30
29,Haskell,2020,1,1588,29
30,Dockerfile,2020,1,1536,37
31,Clojure,2020,1,1480,31
32,DM,2020,1,1346,35
33,OCaml,2020,1,1322,32
34,PowerShell,2020,1,1311,33
35,Vim script,2020,1,1256,34
36,CoffeeScript,2020,1,1132,36
37,Makefile,2020,1,1074,38
38,Vala,2020,1,761,41
39,Smalltalk,2020,1,673,39
40,Julia,2020,1,667,45
41,Erlang,2020,1,657,40
42,Jsonnet,2020,1,627,50
43,Nunjucks,2020,1,613,42
44,TSQL,2020,1,542,56
45,HCL,2020,1,539,49
46,Starlark,2020,1,526,43
47,F#,2020,1,516,48
48,MATLAB,2020,1,501,46
50,PLpgSQL,2020,1,483,51
50,SystemVerilog,2020,1,483,44
51,Jinja,2020,1,440,22
52,TeX,2020,1,415,54
53,SCSS,2020,1,402,47
54,Fortran,2020,1,390,53
55,ColdFusion,2020,1,359,52
56,Pascal,2020,1,337,55
57,CMake,2020,1,308,58
58,Raku,2020,1,264,60
60,Haxe,2020,1,256,57
60,Standard ML,2020,1,256,61
61,Nim,2020,1,208,62
62,PLSQL,2020,1,206,81
63,XSLT,2020,1,194,66
64,SourcePawn,2020,1,193,64
65,Assembly,2020,1,188,59
66,QML,2020,1,187,68
67,Common Lisp,2020,1,184,63
68,YAML,2020,1,176,66
69,AutoHotkey,2020,1,173,72
70,RobotFramework,2020,1,172,90
71,GLSL,2020,1,167,73
72,SWIG,2020,1,164,78
73,Crystal,2020,1,149,82
74,Visual Basic .NET,2020,1,146,71
76,Roff,2020,1,139,67
76,F*,2020,1,139,88
77,D,2020,1,135,70
78,xBase,2020,1,127,79
79,ABAP,2020,1,126,74
80,Elm,2020,1,125,76
81,Reason,2020,1,124,85
82,BitBake,2020,1,121,83
83,Scheme,2020,1,117,80
84,Puppet,2020,1,110,86
85,UnrealScript,2020,1,102,95
1,Python,2020,2,130779,1
2,JavaScript,2020,2,130010,2
3,Java,2020,2,95035,3
4,TypeScript,2020,2,71488,4
5,Go,2020,2,68285,5
6,C++,2020,2,67079,6
7,PHP,2020,2,51279,7
8,C,2020,2,41914,9
9,C#,2020,2,41858,8
10,Ruby,2020,2,17843,10
11,Dart,2020,2,17099,11
12,Shell,2020,2,14937,12
13,HTML,2020,2,12128,13
14,Kotlin,2020,2,11188,14
15,Swift,2020,2,7915,15
16,Objective-C,2020,2,6518,16
17,Rust,2020,2,5857,17
18,CSS,2020,2,5398,18
19,Jupyter Notebook,2020,2,5316,20
20,Scala,2020,2,5204,19
21,Lua,2020,2,4129,21
22,Vue,2020,2,3431,23
23,Groovy,2020,2,3037,25
24,Emacs Lisp,2020,2,2941,24
25,Perl,2020,2,2907,26
26,Nix,2020,2,2795,27
27,R,2020,2,2777,28
28,Elixir,2020,2,2017,30
29,Haskell,2020,2,1889,29
30,Vim script,2020,2,1519,34
31,Clojure,2020,2,1516,31
32,OCaml,2020,2,1492,32
33,PowerShell,2020,2,1453,33
34,CoffeeScript,2020,2,1315,36
35,Dockerfile,2020,2,1168,37
36,Smalltalk,2020,2,1110,39
37,Makefile,2020,2,1054,38
38,DM,2020,2,1043,35
39,Vala,2020,2,867,41
40,Erlang,2020,2,746,40
41,Nunjucks,2020,2,682,42
42,Julia,2020,2,678,45
43,F#,2020,2,624,48
44,Jsonnet,2020,2,620,50
45,SCSS,2020,2,616,47
46,Starlark,2020,2,612,43
47,Fortran,2020,2,605,53
48,MATLAB,2020,2,577,46
49,HCL,2020,2,560,49
50,SystemVerilog,2020,2,550,44
51,ColdFusion,2020,2,533,52
52,TeX,2020,2,481,54
53,Pawn,2020,2,460,69
54,Jinja,2020,2,453,22
55,PLpgSQL,2020,2,418,51
56,Pascal,2020,2,400,55
57,Haxe,2020,2,383,57
58,TSQL,2020,2,314,56
59,Roff,2020,2,288,67
60,SourcePawn,2020,2,276,64
61,Scheme,2020,2,272,80
62,YAML,2020,2,267,66
63,Common Lisp,2020,2,265,63
64,CMake,2020,2,259,58
65,Raku,2020,2,257,60
66,Nim,2020,2,245,62
67,Assembly,2020,2,239,59
68,Standard ML,2020,2,226,61
69,Elm,2020,2,213,76
71,XSLT,2020,2,211,66
71,GLSL,2020,2,211,73
72,BitBake,2020,2,209,83
73,ABAP,2020,2,208,74
74,Crystal,2020,2,207,82
75,CodeQL,2020,2,197,75
76,QML,2020,2,193,68
77,Reason,2020,2,182,85
78,D,2020,2,180,70
79,Visual Basic .NET,2020,2,165,71
80,xBase,2020,2,152,79
81,Apex,2020,2,146,91
82,SWIG,2020,2,144,78
83,Cuda,2020,2,136,84
84,PLSQL,2020,2,135,81
86,Batchfile,2020,2,120,93
86,AutoHotkey,2020,2,120,72
87,Verilog,2020,2,107,77
88,F*,2020,2,106,88
89,Tcl,2020,2,101,97
1,Python,2020,3,111855,1
2,JavaScript,2020,3,99493,2
3,Java,2020,3,81529,3
4,Go,2020,3,63712,5
5,TypeScript,2020,3,59676,4
6,C++,2020,3,56178,6
7,PHP,2020,3,40211,7
8,C#,2020,3,35531,8
9,C,2020,3,27170,9
10,Dart,2020,3,15461,11
11,Ruby,2020,3,15347,10
12,Shell,2020,3,11796,12
13,HTML,2020,3,9556,13
14,Kotlin,2020,3,8041,14
15,Swift,2020,3,6257,15
16,Objective-C,2020,3,5158,16
17,Rust,2020,3,4725,17
18,Scala,2020,3,4266,19
19,CSS,2020,3,4083,18
20,Jupyter Notebook,2020,3,4052,20
21,Lua,2020,3,3637,21
22,Groovy,2020,3,2737,25
23,Vue,2020,3,2661,23
24,Emacs Lisp,2020,3,2238,24
25,Perl,2020,3,2179,26
26,R,2020,3,2129,28
27,Nix,2020,3,1940,27
28,Clojure,2020,3,1534,31
29,Haskell,2020,3,1384,29
30,DM,2020,3,1253,35
31,OCaml,2020,3,1177,32
32,Vim script,2020,3,1175,34
33,PowerShell,2020,3,1152,33
34,Makefile,2020,3,1086,38
35,Dockerfile,2020,3,996,37
36,CoffeeScript,2020,3,969,36
37,Smalltalk,2020,3,857,39
38,Elixir,2020,3,744,30
39,Erlang,2020,3,728,40
40,Starlark,2020,3,659,43
41,SystemVerilog,2020,3,648,44
42,ColdFusion,2020,3,615,52
43,SCSS,2020,3,584,47
44,MATLAB,2020,3,561,46
45,HCL,2020,3,560,49
46,PLpgSQL,2020,3,508,51
48,Nunjucks,2020,3,506,42
48,Vala,2020,3,506,41
50,Jsonnet,2020,3,435,50
50,Fortran,2020,3,435,53
51,Julia,2020,3,410,45
52,Jinja,2020,3,400,22
53,TeX,2020,3,387,54
54,Pascal,2020,3,376,55
55,F#,2020,3,314,48
56,ABAP,2020,3,300,74
57,Roff,2020,3,289,67
58,Verilog,2020,3,254,77
59,Haxe,2020,3,250,57
60,Assembly,2020,3,228,59
61,CMake,2020,3,214,58
62,CodeQL,2020,3,190,75
63,Standard ML,2020,3,189,61
65,TSQL,2020,3,182,56
65,Visual Basic .NET,2020,3,182,71
66,AutoHotkey,2020,3,179,72
67,Common Lisp,2020,3,176,63
68,Puppet,2020,3,175,86
69,YAML,2020,3,173,66
70,xBase,2020,3,160,79
71,XSLT,2020,3,158,66
72,Raku,2020,3,157,60
73,Nim,2020,3,152,62
75,PLSQL,2020,3,145,81
75,Rich Text Format,2020,3,145,87
76,GLSL,2020,3,142,73
78,D,2020,3,136,70
78,QML,2020,3,136,68
79,BitBake,2020,3,133,83
80,SourcePawn,2020,3,128,64
81,Crystal,2020,3,116,82
82,Elm,2020,3,115,76
83,Scheme,2020,3,108,80
84,Pawn,2020,3,103,69
85,Cuda,2020,3,102,84
86,SWIG,2020,3,100,78
1,Python,2020,4,101529,1
2,JavaScript,2020,4,94999,2
3,Java,2020,4,71591,3
4,TypeScript,2020,4,59135,4
5,Go,2020,4,54036,5
6,C++,2020,4,53876,6
7,PHP,2020,4,41255,7
8,C#,2020,4,35668,8
9,C,2020,4,26721,9
10,Ruby,2020,4,15203,10
11,Dart,2020,4,13641,11
12,Shell,2020,4,11826,12
13,Jinja,2020,4,10757,22
14,HTML,2020,4,9764,13
15,Kotlin,2020,4,7717,14
16,Swift,2020,4,5523,15
17,Objective-C,2020,4,4829,16
18,Rust,2020,4,4512,17
19,Scala,2020,4,4334,19
20,Lua,2020,4,3879,21
21,CSS,2020,4,3859,18
22,Jupyter Notebook,2020,4,3359,20
23,Nix,2020,4,2684,27
24,Emacs Lisp,2020,4,2662,24
25,Vue,2020,4,2580,23
26,Perl,2020,4,2286,26
27,Groovy,2020,4,2125,25
28,R,2020,4,1639,28
29,Haskell,2020,4,1482,29
30,CoffeeScript,2020,4,1319,36
31,Elixir,2020,4,1302,30
32,DM,2020,4,1288,35
33,OCaml,2020,4,1214,32
34,PowerShell,2020,4,1107,33
35,Vim script,2020,4,1044,34
36,Clojure,2020,4,1001,31
37,Dockerfile,2020,4,993,37
38,Makefile,2020,4,962,38
39,Nunjucks,2020,4,794,42
40,Smalltalk,2020,4,790,39
41,Starlark,2020,4,781,43
42,Erlang,2020,4,749,40
43,F#,2020,4,718,48
44,SCSS,2020,4,636,47
45,SystemVerilog,2020,4,635,44
46,Vala,2020,4,624,41
47,MATLAB,2020,4,611,46
48,PLpgSQL,2020,4,574,51
49,Julia,2020,4,533,45
50,HCL,2020,4,498,49
51,ColdFusion,2020,4,392,52
52,Pascal,2020,4,391,55
53,TeX,2020,4,373,54
54,Fortran,2020,4,360,53
55,Jsonnet,2020,4,354,50
56,TSQL,2020,4,317,56
57,Assembly,2020,4,253,59
58,D,2020,4,234,70
59,Raku,2020,4,226,60
60,Nim,2020,4,220,62
61,Standard ML,2020,4,204,61
62,Verilog,2020,4,194,77
63,QML,2020,4,186,68
64,CodeQL,2020,4,181,75
66,Common Lisp,2020,4,178,63
66,AutoHotkey,2020,4,178,72
67,Visual Basic .NET,2020,4,177,71
69,PureScript,2020,4,172,90
69,XSLT,2020,4,172,66
70,CMake,2020,4,168,58
71,Cuda,2020,4,166,84
72,SourcePawn,2020,4,145,64
73,SWIG,2020,4,144,78
74,Haxe,2020,4,140,57
75,Pawn,2020,4,136,69
77,Rich Text Format,2020,4,121,87
77,Forth,2020,4,121,92
79,GLSL,2020,4,119,73
79,YAML,2020,4,119,66
80,Elm,2020,4,109,76
81,Smarty,2020,4,107,94
82,xBase,2020,4,104,79
83,Gherkin,2020,4,101,97
1,Python,2021,1,99287,1
2,JavaScript,2021,1,86877,2
3,Java,2021,1,68137,3
4,TypeScript,2021,1,54880,4
5,Go,2021,1,50603,5
6,C++,2021,1,50471,6
7,PHP,2021,1,37100,7
8,C#,2021,1,32956,8
9,C,2021,1,28092,9
10,Ruby,2021,1,16102,10
11,Dart,2021,1,13973,11
12,Shell,2021,1,11162,12
13,HTML,2021,1,8571,13
14,Kotlin,2021,1,5633,14
15,Swift,2021,1,4723,15
16,Rust,2021,1,4182,16
17,Scala,2021,1,3850,17
18,Objective-C,2021,1,3687,18
19,CSS,2021,1,3516,20
20,Jupyter Notebook,2021,1,3465,19
21,Lua,2021,1,2892,21
22,Emacs Lisp,2021,1,2207,25
23,Nix,2021,1,2142,22
24,Perl,2021,1,2121,24
25,Groovy,2021,1,1989,23
26,Vue,2021,1,1918,27
27,R,2021,1,1616,26
28,Haskell,2021,1,1349,28
29,DM,2021,1,1143,29
30,PowerShell,2021,1,1076,34
31,OCaml,2021,1,924,30
32,Vim script,2021,1,872,31
33,Clojure,2021,1,864,33
34,CoffeeScript,2021,1,856,39
35,Dockerfile,2021,1,841,32
36,Erlang,2021,1,839,36
37,Makefile,2021,1,783,37
38,Elixir,2021,1,773,35
39,Nunjucks,2021,1,752,41
40,Starlark,2021,1,738,40
41,SystemVerilog,2021,1,690,38
42,PLpgSQL,2021,1,678,46
43,ColdFusion,2021,1,618,43
44,F#,2021,1,570,49
45,HCL,2021,1,552,47
46,SCSS,2021,1,533,44
47,MATLAB,2021,1,509,48
48,Smalltalk,2021,1,505,42
49,Vala,2021,1,473,45
50,TeX,2021,1,432,51
51,Jsonnet,2021,1,418,55
52,Jinja,2021,1,398,53
53,Pascal,2021,1,374,50
54,Julia,2021,1,363,52
55,TSQL,2021,1,350,57
56,Fortran,2021,1,339,54
57,Nim,2021,1,308,60
58,Roff,2021,1,278,65
59,CodeQL,2021,1,255,59
60,Assembly,2021,1,250,56
61,Coq,2021,1,221,72
62,Visual Basic .NET,2021,1,208,58
63,CMake,2021,1,186,68
64,Verilog,2021,1,183,61
65,Common Lisp,2021,1,181,62
66,SourcePawn,2021,1,172,73
67,XSLT,2021,1,165,66
68,Standard ML,2021,1,153,67
69,Haxe,2021,1,149,70
70,AutoHotkey,2021,1,147,78
71,YAML,2021,1,131,69
72,D,2021,1,129,76
73,UnrealScript,2021,1,120,79
74,QML,2021,1,118,64
75,Raku,2021,1,115,71
76,Crystal,2021,1,113,80
78,SWIG,2021,1,103,77
78,Scheme,2021,1,103,81
79,GLSL,2021,1,101,82
1,Python,2021,2,85788,1
2,JavaScript,2021,2,73535,2
3,Java,2021,2,63982,3
4,TypeScript,2021,2,52747,4
5,Go,2021,2,44847,5
6,C++,2021,2,44739,6
7,PHP,2021,2,29955,7
8,C#,2021,2,26032,8
9,C,2021,2,23645,9
10,Ruby,2021,2,13470,10
11,Dart,2021,2,13126,11
12,Shell,2021,2,9207,12
13,HTML,2021,2,7067,13
14,Kotlin,2021,2,5046,14
15,Scala,2021,2,4143,17
16,Swift,2021,2,3938,15
17,Rust,2021,2,3688,16
18,Objective-C,2021,2,3133,18
19,Jupyter Notebook,2021,2,2940,19
20,CSS,2021,2,2613,20
21,Lua,2021,2,2591,21
22,Nix,2021,2,2066,22
23,Perl,2021,2,1839,24
24,Groovy,2021,2,1819,23
25,R,2021,2,1681,26
26,Emacs Lisp,2021,2,1627,25
27,Vue,2021,2,1325,27
28,OCaml,2021,2,1237,30
29,Haskell,2021,2,1185,28
30,Vim script,2021,2,964,31
31,DM,2021,2,887,29
32,Clojure,2021,2,847,33
33,PowerShell,2021,2,845,34
34,Erlang,2021,2,744,36
35,Starlark,2021,2,725,40
36,Dockerfile,2021,2,721,32
37,Makefile,2021,2,689,37
38,CoffeeScript,2021,2,668,39
39,Elixir,2021,2,667,35
40,SystemVerilog,2021,2,664,38
41,MATLAB,2021,2,571,48
42,HCL,2021,2,543,47
43,Smalltalk,2021,2,511,42
44,Nunjucks,2021,2,503,41
45,Vala,2021,2,489,45
46,SCSS,2021,2,462,44
47,Julia,2021,2,442,52
48,ColdFusion,2021,2,401,43
49,PLpgSQL,2021,2,390,46
50,Fortran,2021,2,361,54
51,Pascal,2021,2,348,50
52,TeX,2021,2,344,51
54,Jinja,2021,2,331,53
54,Jsonnet,2021,2,331,55
55,F#,2021,2,329,49
56,Assembly,2021,2,238,56
57,Nim,2021,2,233,60
58,xBase,2021,2,227,63
59,Visual Basic .NET,2021,2,211,58
60,TSQL,2021,2,210,57
61,Verilog,2021,2,204,61
62,CodeQL,2021,2,195,59
63,XSLT,2021,2,157,66
64,Cuda,2021,2,148,74
65,Common Lisp,2021,2,147,62
66,Raku,2021,2,140,71
67,YAML,2021,2,124,69
68,Standard ML,2021,2,121,67
69,QML,2021,2,115,64
70,SWIG,2021,2,112,77
71,CMake,2021,2,109,68
72,Coq,2021,2,108,72
73,D,2021,2,107,76
1,Python,2021,3,80105,1
2,JavaScript,2021,3,64938,2
3,Java,2021,3,55137,3
4,TypeScript,2021,3,47629,4
5,Go,2021,3,45439,5
6,C++,2021,3,41182,6
7,PHP,2021,3,28113,7
8,C#,2021,3,23952,8
9,C,2021,3,21624,9
10,Dart,2021,3,11041,11
11,Ruby,2021,3,10343,10
12,Shell,2021,3,8626,12
13,HTML,2021,3,6683,13
14,Kotlin,2021,3,4935,14
15,Swift,2021,3,3626,15
16,Objective-C,2021,3,3084,18
17,Rust,2021,3,3063,16
18,Scala,2021,3,2864,17
19,CSS,2021,3,2611,20
20,Jupyter Notebook,2021,3,2433,19
21,Lua,2021,3,2262,21
22,Nix,2021,3,1965,22
23,Groovy,2021,3,1775,23
24,Emacs Lisp,2021,3,1689,25
25,Perl,2021,3,1649,24
26,R,2021,3,1419,26
27,OCaml,2021,3,1214,30
28,Vue,2021,3,1098,27
29,Haskell,2021,3,1022,28
30,DM,2021,3,1001,29
31,Vim script,2021,3,878,31
32,Dockerfile,2021,3,781,32
33,Clojure,2021,3,713,33
34,Elixir,2021,3,654,35
35,SystemVerilog,2021,3,642,38
36,CoffeeScript,2021,3,611,39
37,Smalltalk,2021,3,604,42
38,PowerShell,2021,3,601,34
39,Erlang,2021,3,593,36
40,Makefile,2021,3,567,37
41,Vala,2021,3,554,45
42,ColdFusion,2021,3,546,43
43,Nunjucks,2021,3,536,41
44,Starlark,2021,3,514,40
45,F#,2021,3,496,49
46,SCSS,2021,3,484,44
47,PLpgSQL,2021,3,452,46
48,HCL,2021,3,375,47
49,MATLAB,2021,3,346,48
50,TeX,2021,3,318,51
51,Julia,2021,3,315,52
52,Pascal,2021,3,301,50
53,Jinja,2021,3,264,53
54,Assembly,2021,3,255,56
55,Fortran,2021,3,243,54
56,Visual Basic .NET,2021,3,228,58
57,CodeQL,2021,3,227,59
58,Jsonnet,2021,3,214,55
59,TSQL,2021,3,209,57
60,Verilog,2021,3,199,61
61,YAML,2021,3,152,69
62,xBase,2021,3,149,63
63,Standard ML,2021,3,148,67
64,Nim,2021,3,147,60
65,Haxe,2021,3,135,70
66,QML,2021,3,129,64
67,Common Lisp,2021,3,127,62
68,Cuda,2021,3,124,74
69,CMake,2021,3,118,68
70,Raku,2021,3,103,71
71,XSLT,2021,3,101,66
1,Python,2021,4,62837,1
2,JavaScript,2021,4,50087,2
3,Java,2021,4,41447,3
4,TypeScript,2021,4,35268,4
5,Go,2021,4,32074,5
6,C++,2021,4,32061,6
7,PHP,2021,4,22317,7
8,C#,2021,4,19238,8
9,C,2021,4,16907,9
10,Ruby,2021,4,8319,10
11,Shell,2021,4,8041,12
12,Dart,2021,4,7782,11
13,HTML,2021,4,5050,13
14,Kotlin,2021,4,3586,14
15,Swift,2021,4,2766,15
16,Rust,2021,4,2653,16
17,Objective-C,2021,4,2328,18
18,Scala,2021,4,2208,17
19,Jupyter Notebook,2021,4,1951,19
20,Nix,2021,4,1907,22
21,CSS,2021,4,1775,20
22,Lua,2021,4,1471,21
23,DM,2021,4,1404,29
24,Groovy,2021,4,1397,23
25,Emacs Lisp,2021,4,1326,25
26,Perl,2021,4,1283,24
27,Haskell,2021,4,1043,28
28,R,2021,4,1017,26
29,OCaml,2021,4,844,30
30,Dockerfile,2021,4,700,32
31,Vue,2021,4,689,27
32,Elixir,2021,4,631,35
33,Clojure,2021,4,587,33
34,SystemVerilog,2021,4,534,38
35,Erlang,2021,4,517,36
36,Vim script,2021,4,512,31
37,Pascal,2021,4,507,50
38,Makefile,2021,4,505,37
39,Nunjucks,2021,4,468,41
40,Starlark,2021,4,453,40
41,Smalltalk,2021,4,437,42
42,SCSS,2021,4,423,44
43,PowerShell,2021,4,421,34
44,ColdFusion,2021,4,417,43
45,CoffeeScript,2021,4,378,39
46,Vala,2021,4,367,45
47,PLpgSQL,2021,4,354,46
48,TeX,2021,4,338,51
49,MATLAB,2021,4,308,48
50,HCL,2021,4,307,47
51,F#,2021,4,303,49
52,Jinja,2021,4,299,53
53,Julia,2021,4,257,52
54,Less,2021,4,242,75
55,Visual Basic .NET,2021,4,228,58
56,Common Lisp,2021,4,212,62
57,Fortran,2021,4,208,54
59,Assembly,2021,4,180,56
59,Verilog,2021,4,180,61
60,CodeQL,2021,4,168,59
61,Roff,2021,4,159,65
62,xBase,2021,4,156,63
63,Nim,2021,4,153,60
64,TSQL,2021,4,119,57
65,QML,2021,4,118,64
67,Haxe,2021,4,106,70
67,SourcePawn,2021,4,106,73
1,Python,2022,1,411,1
2,Java,2022,1,302,2
3,C++,2022,1,283,3
4,JavaScript,2022,1,220,4
5,Go,2022,1,204,5
6,PHP,2022,1,173,6
7,TypeScript,2022,1,169,7
8,C,2022,1,151,8
9,C#,2022,1,148,9
